source	target	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	score
COPRS	SMARCA4	9606.ENSP00000304327	9606.ENSP00000395654	0	0	0	0	0	0	0.65	0.273	0.734
COPS4	TPT1	9606.ENSP00000264389	9606.ENSP00000477781	0	0	0	0	0.062	0	0	0.564	0.573
CREM	FOSB	9606.ENSP00000265372	9606.ENSP00000245919	0	0	0	0	0	0	0	0.436	0.436
CREM	JUND	9606.ENSP00000265372	9606.ENSP00000252818	0	0	0	0	0	0.057	0	0.419	0.429
CREM	NR4A1	9606.ENSP00000265372	9606.ENSP00000440864	0	0	0	0	0.063	0	0	0.442	0.455
CREM	JUN	9606.ENSP00000265372	9606.ENSP00000360266	0	0	0	0	0	0.061	0.9	0.503	0.949
CREM	FOS	9606.ENSP00000265372	9606.ENSP00000306245	0	0	0	0	0.062	0.486	0.9	0.614	0.978
CSRNP1	PPP1R15A	9606.ENSP00000273153	9606.ENSP00000200453	0	0	0	0	0.288	0	0	0.225	0.425
CSRNP1	FOSB	9606.ENSP00000273153	9606.ENSP00000245919	0	0	0	0	0.227	0	0	0.307	0.441
CTNND1	KRT15	9606.ENSP00000382004	9606.ENSP00000254043	0	0	0	0	0.049	0.072	0	0.398	0.422
CTNND1	RHOF	9606.ENSP00000382004	9606.ENSP00000267205	0	0	0	0	0	0.15	0	0.391	0.46
CTNND1	IGF1R	9606.ENSP00000382004	9606.ENSP00000268035	0	0	0	0	0.062	0.059	0.9	0.212	0.921
CTNND1	RHOB	9606.ENSP00000382004	9606.ENSP00000272233	0	0	0	0	0	0.304	0	0.479	0.621
CTNND1	SOX2	9606.ENSP00000382004	9606.ENSP00000323588	0	0	0	0	0.062	0.27	0	0.21	0.411
CTNND1	EPHA2	9606.ENSP00000382004	9606.ENSP00000351209	0	0	0	0	0.162	0.059	0.9	0.278	0.935
CTNND1	RND3	9606.ENSP00000382004	9606.ENSP00000364886	0	0	0	0	0.111	0.15	0	0.423	0.525
CTNND1	MYC	9606.ENSP00000382004	9606.ENSP00000479618	0	0	0	0	0	0.122	0	0.406	0.456
CXCL2	HMOX1	9606.ENSP00000427279	9606.ENSP00000216117	0	0	0	0	0.069	0	0	0.394	0.411
CXCL2	NFKBIA	9606.ENSP00000427279	9606.ENSP00000216797	0	0	0	0	0.214	0	0	0.614	0.684
CXCL2	HBEGF	9606.ENSP00000427279	9606.ENSP00000230990	0	0	0	0	0.169	0	0	0.341	0.429
CXCL2	DUSP1	9606.ENSP00000427279	9606.ENSP00000239223	0	0	0	0	0.184	0	0	0.369	0.463
CXCL2	EGR1	9606.ENSP00000427279	9606.ENSP00000239938	0	0	0	0	0.136	0	0	0.34	0.405
CXCL2	LIF	9606.ENSP00000427279	9606.ENSP00000249075	0	0	0	0	0.12	0	0.9	0.291	0.932
CXCL2	IER3	9606.ENSP00000427279	9606.ENSP00000259874	0	0	0	0	0.164	0	0	0.38	0.46
CXCL2	IL11	9606.ENSP00000427279	9606.ENSP00000264563	0	0	0	0	0	0	0	0.4	0.4
CXCL2	CXCL3	9606.ENSP00000427279	9606.ENSP00000296026	0	0	0	0.979	0.705	0	0.8	0.843	0.939
CXCL2	FOS	9606.ENSP00000427279	9606.ENSP00000306245	0	0	0	0	0.18	0	0	0.407	0.493
CXCL2	NFKBIZ	9606.ENSP00000427279	9606.ENSP00000325663	0	0	0	0	0.275	0	0	0.477	0.605
CXCL2	SOCS3	9606.ENSP00000427279	9606.ENSP00000330341	0	0	0	0	0.2	0	0	0.428	0.523
CXCL2	JUN	9606.ENSP00000427279	9606.ENSP00000360266	0	0	0	0	0.109	0	0.8	0.437	0.891
CXCL3	NFKBIA	9606.ENSP00000296026	9606.ENSP00000216797	0	0	0	0	0.118	0	0	0.481	0.523
CXCL3	SOCS3	9606.ENSP00000296026	9606.ENSP00000330341	0	0	0	0	0.173	0	0	0.318	0.412
CXCL3	NFKBIZ	9606.ENSP00000296026	9606.ENSP00000325663	0	0	0	0	0.165	0	0	0.349	0.434
CXCL3	JUN	9606.ENSP00000296026	9606.ENSP00000360266	0	0	0	0	0.049	0	0.8	0.307	0.856
DDIT4	DUSP1	9606.ENSP00000307305	9606.ENSP00000239223	0	0	0	0	0.064	0	0	0.677	0.685
DDIT4	DUSP5	9606.ENSP00000307305	9606.ENSP00000358596	0	0	0	0	0.062	0	0	0.472	0.484
DDIT4	RPS6	9606.ENSP00000307305	9606.ENSP00000369757	0	0	0	0	0	0	0	0.518	0.518
DDIT4	TXNIP	9606.ENSP00000307305	9606.ENSP00000462521	0	0	0	0	0.062	0.27	0	0.986	0.99
DDX59	FBL	9606.ENSP00000330460	9606.ENSP00000221801	0	0.01	0	0	0.242	0.213	0	0.236	0.504
DOCK6	RHOF	9606.ENSP00000294618	9606.ENSP00000267205	0	0	0	0	0.048	0.213	0	0.268	0.404
DOK7	LRP4	9606.ENSP00000344432	9606.ENSP00000367888	0	0	0	0	0.168	0	0	0.785	0.814
DPF2	SMARCA4	9606.ENSP00000436901	9606.ENSP00000395654	0	0	0	0	0.162	0.979	0.54	0.767	0.998
DUSP1	PPP1R15A	9606.ENSP00000239223	9606.ENSP00000200453	0	0	0	0	0.336	0	0	0.326	0.534
DUSP1	GADD45B	9606.ENSP00000239223	9606.ENSP00000215631	0	0	0	0	0.262	0	0	0.425	0.557
DUSP1	NFKBIA	9606.ENSP00000239223	9606.ENSP00000216797	0	0	0	0	0.387	0.078	0	0.529	0.711
DUSP1	RGS2	9606.ENSP00000239223	9606.ENSP00000235382	0	0	0	0	0.311	0	0	0.473	0.621
DUSP1	NFE2L2	9606.ENSP00000239223	9606.ENSP00000380252	0	0	0	0	0	0.27	0	0.218	0.405
DUSP1	FOSL1	9606.ENSP00000239223	9606.ENSP00000310170	0	0	0	0	0.063	0.139	0	0.323	0.406
DUSP1	IER3	9606.ENSP00000239223	9606.ENSP00000259874	0	0	0	0	0.067	0	0	0.393	0.409
DUSP1	NFKBIZ	9606.ENSP00000239223	9606.ENSP00000325663	0	0	0	0	0.188	0.078	0	0.284	0.417
DUSP1	JUND	9606.ENSP00000239223	9606.ENSP00000252818	0	0	0	0	0.097	0.145	0	0.33	0.437
DUSP1	MYC	9606.ENSP00000239223	9606.ENSP00000479618	0	0	0	0	0.062	0.064	0	0.45	0.474
DUSP1	EGR2	9606.ENSP00000239223	9606.ENSP00000242480	0	0	0	0	0.121	0.067	0	0.413	0.477
DUSP1	SOCS3	9606.ENSP00000239223	9606.ENSP00000330341	0	0	0	0	0.178	0	0	0.391	0.478
DUSP1	NR4A2	9606.ENSP00000239223	9606.ENSP00000344479	0	0	0	0	0.336	0	0	0.392	0.579
DUSP1	NOTCH1	9606.ENSP00000239223	9606.ENSP00000277541	0	0	0	0	0	0.057	0	0.578	0.585
DUSP1	TM4SF1	9606.ENSP00000239223	9606.ENSP00000304277	0	0	0	0	0	0	0	0.621	0.621
DUSP1	NR4A1	9606.ENSP00000239223	9606.ENSP00000440864	0	0	0	0	0.301	0	0	0.573	0.689
DUSP1	EGR1	9606.ENSP00000239223	9606.ENSP00000239938	0	0	0	0	0.298	0.067	0	0.653	0.753
DUSP1	JUNB	9606.ENSP00000239223	9606.ENSP00000303315	0	0	0	0	0.658	0.145	0	0.299	0.777
DUSP1	JUN	9606.ENSP00000239223	9606.ENSP00000360266	0	0	0	0	0.407	0.145	0	0.694	0.831
DUSP1	FOSB	9606.ENSP00000239223	9606.ENSP00000245919	0	0	0	0	0.676	0.139	0	0.539	0.86
DUSP1	DUSP4	9606.ENSP00000239223	9606.ENSP00000240100	0	0	0	0.964	0	0	0.9	0.758	0.902
DUSP1	DUSP2	9606.ENSP00000239223	9606.ENSP00000288943	0	0	0	0.942	0.108	0	0.9	0.857	0.911
DUSP1	DUSP6	9606.ENSP00000239223	9606.ENSP00000279488	0	0	0	0.789	0.062	0	0.9	0.783	0.918
DUSP1	FOS	9606.ENSP00000239223	9606.ENSP00000306245	0	0	0	0	0.872	0.139	0	0.686	0.962
DUSP2	EGR1	9606.ENSP00000288943	9606.ENSP00000239938	0	0	0	0	0.067	0.067	0	0.39	0.422
DUSP2	DUSP4	9606.ENSP00000288943	9606.ENSP00000240100	0	0	0	0.929	0	0	0.9	0.777	0.905
DUSP2	FOSB	9606.ENSP00000288943	9606.ENSP00000245919	0	0	0	0	0.142	0.139	0	0.272	0.415
DUSP2	DUSP6	9606.ENSP00000288943	9606.ENSP00000279488	0	0	0	0.824	0	0	0.9	0.68	0.911
DUSP2	JUN	9606.ENSP00000288943	9606.ENSP00000360266	0	0	0	0	0	0.145	0	0.334	0.406
DUSP2	FOS	9606.ENSP00000288943	9606.ENSP00000306245	0	0	0	0	0.106	0.139	0	0.332	0.442
DUSP4	EGR1	9606.ENSP00000240100	9606.ENSP00000239938	0	0	0	0	0	0.067	0	0.391	0.407
DUSP4	FOSL1	9606.ENSP00000240100	9606.ENSP00000310170	0	0	0	0	0.108	0.139	0	0.341	0.45
DUSP4	FOS	9606.ENSP00000240100	9606.ENSP00000306245	0	0	0	0	0.063	0.139	0	0.393	0.467
DUSP4	PHLDA1	9606.ENSP00000240100	9606.ENSP00000266671	0	0	0	0	0.097	0	0	0.47	0.501
DUSP4	JUN	9606.ENSP00000240100	9606.ENSP00000360266	0	0	0	0	0	0.145	0	0.462	0.52
DUSP4	SPRY2	9606.ENSP00000240100	9606.ENSP00000366306	0	0	0	0	0.065	0	0	0.518	0.53
DUSP4	SPRY4	9606.ENSP00000240100	9606.ENSP00000344967	0	0	0	0	0.088	0	0	0.645	0.662
DUSP4	DUSP6	9606.ENSP00000240100	9606.ENSP00000279488	0	0	0	0.784	0.062	0	0.9	0.815	0.919
DUSP5	GADD45B	9606.ENSP00000358596	9606.ENSP00000215631	0	0	0	0	0.126	0	0	0.391	0.445
DUSP5	NFKBIA	9606.ENSP00000358596	9606.ENSP00000216797	0	0	0	0	0.172	0.078	0	0.283	0.405
DUSP5	EGR1	9606.ENSP00000358596	9606.ENSP00000239938	0	0	0	0	0.097	0.067	0	0.461	0.507
DUSP5	FOSB	9606.ENSP00000358596	9606.ENSP00000245919	0	0	0	0	0.108	0.139	0	0.317	0.43
DUSP5	MAP3K8	9606.ENSP00000358596	9606.ENSP00000263056	0	0	0	0	0.077	0.104	0	0.336	0.404
DUSP5	GEM	9606.ENSP00000358596	9606.ENSP00000297596	0	0	0	0	0.076	0.126	0	0.337	0.418
DUSP5	FOS	9606.ENSP00000358596	9606.ENSP00000306245	0	0	0	0	0.145	0.139	0	0.463	0.57
DUSP5	FOSL1	9606.ENSP00000358596	9606.ENSP00000310170	0	0	0	0	0.119	0.139	0	0.293	0.417
DUSP5	SPRY4	9606.ENSP00000358596	9606.ENSP00000344967	0	0	0	0	0.06	0	0	0.494	0.504
DUSP5	NR4A1	9606.ENSP00000358596	9606.ENSP00000440864	0	0	0	0	0.141	0	0	0.388	0.452
DUSP5	SPRY1	9606.ENSP00000358596	9606.ENSP00000481675	0	0	0	0	0.062	0	0	0.504	0.514
DUSP5	JUN	9606.ENSP00000358596	9606.ENSP00000360266	0	0	0	0	0.119	0.145	0	0.475	0.57
DUSP6	EGR1	9606.ENSP00000279488	9606.ENSP00000239938	0	0	0	0	0.112	0.059	0	0.468	0.516
DUSP6	EGR2	9606.ENSP00000279488	9606.ENSP00000242480	0	0	0	0	0.063	0.059	0	0.406	0.431
DUSP6	JAG1	9606.ENSP00000279488	9606.ENSP00000254958	0	0	0	0	0	0.056	0	0.457	0.465
DUSP6	PHLDA1	9606.ENSP00000279488	9606.ENSP00000266671	0	0	0	0	0.088	0	0	0.385	0.415
DUSP6	NOTCH1	9606.ENSP00000279488	9606.ENSP00000277541	0	0	0	0	0	0.056	0	0.393	0.402
DUSP6	MYC	9606.ENSP00000279488	9606.ENSP00000479618	0	0	0	0	0.06	0.058	0	0.39	0.412
DUSP6	FOSL1	9606.ENSP00000279488	9606.ENSP00000310170	0	0	0	0	0.063	0.11	0	0.37	0.429
DUSP6	JUN	9606.ENSP00000279488	9606.ENSP00000360266	0	0	0	0	0.063	0.105	0	0.471	0.517
DUSP6	FOS	9606.ENSP00000279488	9606.ENSP00000306245	0	0	0	0	0.098	0.11	0	0.497	0.561
DUSP6	SPRY1	9606.ENSP00000279488	9606.ENSP00000481675	0	0	0	0	0.076	0	0	0.623	0.637
DUSP6	SPRY2	9606.ENSP00000279488	9606.ENSP00000366306	0	0	0	0	0.127	0	0	0.712	0.738
DUSP6	SPRY4	9606.ENSP00000279488	9606.ENSP00000344967	0	0	0	0	0.12	0	0	0.73	0.753
ECE1	LGALS3	9606.ENSP00000364028	9606.ENSP00000254301	0	0	0	0	0.065	0.418	0	0.073	0.452
ECE1	EDN1	9606.ENSP00000364028	9606.ENSP00000368683	0	0	0	0	0.065	0.213	0.9	0.847	0.987
EDN1	HMOX1	9606.ENSP00000368683	9606.ENSP00000216117	0	0	0	0	0	0	0	0.603	0.603
EDN1	NFKBIA	9606.ENSP00000368683	9606.ENSP00000216797	0	0	0	0	0.062	0	0	0.403	0.416
EDN1	HBEGF	9606.ENSP00000368683	9606.ENSP00000230990	0	0	0	0	0.107	0	0	0.459	0.496
EDN1	EGR1	9606.ENSP00000368683	9606.ENSP00000239938	0	0	0	0	0	0	0	0.409	0.409
EDN1	JAG1	9606.ENSP00000368683	9606.ENSP00000254958	0	0	0	0	0.076	0	0	0.445	0.465
EDN1	NOTCH1	9606.ENSP00000368683	9606.ENSP00000277541	0	0	0	0	0	0	0	0.408	0.408
EDN1	FOS	9606.ENSP00000368683	9606.ENSP00000306245	0	0	0	0	0	0	0	0.533	0.533
EDN1	GNAI1	9606.ENSP00000368683	9606.ENSP00000343027	0	0	0	0	0	0	0.9	0.136	0.909
EDN1	JUN	9606.ENSP00000368683	9606.ENSP00000360266	0	0	0	0	0.074	0	0.9	0.594	0.959
EDN1	ITPR3	9606.ENSP00000368683	9606.ENSP00000363435	0	0	0	0	0.062	0	0	0.41	0.423
EEF1B2	FBL	9606.ENSP00000376056	9606.ENSP00000221801	0	0	0	0	0.356	0	0	0.109	0.402
EEF1B2	PFDN1	9606.ENSP00000376056	9606.ENSP00000261813	0	0	0	0	0.406	0	0	0	0.406
EEF1B2	EIF5A2	9606.ENSP00000376056	9606.ENSP00000295822	0	0	0	0	0.242	0.369	0	0.393	0.684
EEF1B2	RPS7	9606.ENSP00000376056	9606.ENSP00000339095	0	0	0	0	0.959	0.9	0	0.187	0.996
EEF1B2	RPL7	9606.ENSP00000376056	9606.ENSP00000339795	0	0	0	0	0.903	0.894	0	0.217	0.991
EEF1B2	RPS3A	9606.ENSP00000376056	9606.ENSP00000346050	0	0	0	0	0.956	0.887	0	0.087	0.995
EEF1B2	RPS6	9606.ENSP00000376056	9606.ENSP00000369757	0	0	0	0	0.946	0	0	0.209	0.955
EEF1B2	RPL17	9606.ENSP00000376056	9606.ENSP00000397798	0.074	0	0	0	0.765	0.579	0	0.098	0.906
EEF1B2	RPS8	9606.ENSP00000376056	9606.ENSP00000379888	0	0	0	0	0.957	0.614	0	0.224	0.986
EEF1B2	RPL9	9606.ENSP00000376056	9606.ENSP00000400467	0	0	0	0	0.977	0.76	0	0.122	0.994
EEF1B2	RPL31	9606.ENSP00000376056	9606.ENSP00000386717	0	0	0	0	0.975	0.898	0	0.188	0.997
EEF1B2	TPT1	9606.ENSP00000376056	9606.ENSP00000477781	0	0	0	0	0.878	0.958	0	0.728	0.998
EGR1	GADD45B	9606.ENSP00000239938	9606.ENSP00000215631	0	0	0	0	0.097	0	0	0.505	0.534
EGR1	NFKBIA	9606.ENSP00000239938	9606.ENSP00000216797	0	0	0	0	0.062	0.078	0	0.42	0.454
EGR1	HBEGF	9606.ENSP00000239938	9606.ENSP00000230990	0	0	0	0	0.108	0	0	0.379	0.422
EGR1	SOX2	9606.ENSP00000239938	9606.ENSP00000323588	0	0	0	0	0	0.101	0	0.36	0.4
EGR1	SOCS3	9606.ENSP00000239938	9606.ENSP00000330341	0	0	0	0	0.086	0	0	0.385	0.414
EGR1	NFKBIZ	9606.ENSP00000239938	9606.ENSP00000325663	0	0	0	0	0.155	0.078	0	0.32	0.424
EGR1	SOX9	9606.ENSP00000239938	9606.ENSP00000245479	0	0	0	0	0	0.101	0	0.39	0.428
EGR1	ID1	9606.ENSP00000239938	9606.ENSP00000365280	0	0	0	0	0	0.077	0	0.406	0.428
EGR1	NOTCH1	9606.ENSP00000239938	9606.ENSP00000277541	0	0	0	0	0.062	0.056	0	0.408	0.43
EGR1	ETS2	9606.ENSP00000239938	9606.ENSP00000353344	0	0	0	0	0.062	0.057	0	0.423	0.445
EGR1	IER3	9606.ENSP00000239938	9606.ENSP00000259874	0	0	0	0	0.078	0	0	0.503	0.522
EGR1	GDF15	9606.ENSP00000239938	9606.ENSP00000252809	0	0	0	0	0.062	0.057	0	0.517	0.535
EGR1	RPS6	9606.ENSP00000239938	9606.ENSP00000369757	0	0	0	0	0	0.058	0	0.529	0.537
EGR1	NR4A3	9606.ENSP00000239938	9606.ENSP00000482027	0	0	0	0	0.091	0.061	0	0.525	0.559
EGR1	NR4A2	9606.ENSP00000239938	9606.ENSP00000344479	0	0	0	0	0.199	0.061	0	0.567	0.646
EGR1	GATAD2B	9606.ENSP00000239938	9606.ENSP00000357644	0	0	0	0	0	0.057	0.65	0.092	0.674
EGR1	MYC	9606.ENSP00000239938	9606.ENSP00000479618	0	0	0	0	0.063	0.058	0	0.734	0.746
EGR1	EGR3	9606.ENSP00000239938	9606.ENSP00000318057	0	0	0	0.886	0.631	0	0.3	0.74	0.753
EGR1	NR4A1	9606.ENSP00000239938	9606.ENSP00000440864	0	0	0	0	0.372	0.061	0	0.732	0.828
EGR1	FOSL1	9606.ENSP00000239938	9606.ENSP00000310170	0	0	0	0	0.089	0.062	0.65	0.639	0.877
EGR1	EGR2	9606.ENSP00000239938	9606.ENSP00000242480	0	0	0	0.843	0.81	0	0.3	0.834	0.879
EGR1	EGR4	9606.ENSP00000239938	9606.ENSP00000445626	0	0	0	0.706	0.086	0	0.9	0.765	0.925
EGR1	TRIB1	9606.ENSP00000239938	9606.ENSP00000312150	0	0	0	0	0.195	0.117	0.9	0.234	0.938
EGR1	JUND	9606.ENSP00000239938	9606.ENSP00000252818	0	0	0	0	0.065	0.7	0.65	0.638	0.959
EGR1	JUN	9606.ENSP00000239938	9606.ENSP00000360266	0	0	0	0	0.305	0.262	0.65	0.851	0.969
EGR1	FOSB	9606.ENSP00000239938	9606.ENSP00000245919	0	0	0	0	0.753	0.062	0.65	0.777	0.979
EGR1	NAB2	9606.ENSP00000239938	9606.ENSP00000300131	0	0	0	0	0.063	0.284	0.6	0.937	0.981
EGR1	JUNB	9606.ENSP00000239938	9606.ENSP00000303315	0	0	0	0	0.705	0.7	0.65	0.517	0.983
EGR1	NAB1	9606.ENSP00000239938	9606.ENSP00000336894	0	0	0	0	0	0.521	0.6	0.966	0.993
EGR1	FOS	9606.ENSP00000239938	9606.ENSP00000306245	0	0	0	0	0.961	0.062	0.65	0.948	0.999
EGR2	GADD45B	9606.ENSP00000242480	9606.ENSP00000215631	0	0	0	0	0.097	0	0	0.398	0.433
EGR2	ID2	9606.ENSP00000242480	9606.ENSP00000234091	0	0	0	0	0	0.077	0.9	0.477	0.947
EGR2	HOXB3	9606.ENSP00000242480	9606.ENSP00000417207	0	0	0	0	0.062	0.058	0	0.409	0.432
EGR2	TRIB1	9606.ENSP00000242480	9606.ENSP00000312150	0	0	0	0	0.197	0.117	0	0.287	0.451
EGR2	NOTCH1	9606.ENSP00000242480	9606.ENSP00000277541	0	0	0	0	0	0.056	0	0.452	0.46
EGR2	SOX8	9606.ENSP00000242480	9606.ENSP00000293894	0	0	0	0	0.061	0.302	0	0.261	0.474
EGR2	MYC	9606.ENSP00000242480	9606.ENSP00000479618	0	0	0	0	0.063	0.058	0	0.455	0.476
EGR2	SOX2	9606.ENSP00000242480	9606.ENSP00000323588	0	0	0	0	0	0.101	0	0.449	0.484
EGR2	NR4A2	9606.ENSP00000242480	9606.ENSP00000344479	0	0	0	0	0.182	0.061	0	0.469	0.556
EGR2	NR4A3	9606.ENSP00000242480	9606.ENSP00000482027	0	0	0	0	0.155	0.061	0	0.531	0.595
EGR2	HOXB9	9606.ENSP00000242480	9606.ENSP00000309439	0	0	0	0	0.062	0.059	0	0.662	0.676
EGR2	NR4A1	9606.ENSP00000242480	9606.ENSP00000440864	0	0	0	0	0.267	0.061	0	0.612	0.71
EGR2	JUNB	9606.ENSP00000242480	9606.ENSP00000303315	0	0	0	0	0.186	0.101	0.65	0.341	0.808
EGR2	FOSL1	9606.ENSP00000242480	9606.ENSP00000310170	0	0	0	0	0.062	0.062	0.65	0.455	0.809
EGR2	JUND	9606.ENSP00000242480	9606.ENSP00000252818	0	0	0	0	0	0.101	0.65	0.446	0.81
EGR2	SMARCA4	9606.ENSP00000242480	9606.ENSP00000395654	0	0	0	0	0	0.105	0.8	0.216	0.847
EGR2	JUN	9606.ENSP00000242480	9606.ENSP00000360266	0	0	0	0	0.107	0.101	0.6	0.609	0.858
EGR2	NAB1	9606.ENSP00000242480	9606.ENSP00000336894	0	0	0	0	0	0.138	0.6	0.738	0.901
EGR2	FOS	9606.ENSP00000242480	9606.ENSP00000306245	0	0	0	0	0.269	0.062	0.65	0.689	0.915
EGR2	EGR4	9606.ENSP00000242480	9606.ENSP00000445626	0	0	0	0.721	0.092	0	0.9	0.817	0.926
EGR2	FOSB	9606.ENSP00000242480	9606.ENSP00000245919	0	0	0	0	0.565	0.062	0.65	0.649	0.943
EGR2	EGR3	9606.ENSP00000242480	9606.ENSP00000318057	0	0	0	0.915	0.802	0	0.8	0.866	0.961
EGR2	NAB2	9606.ENSP00000242480	9606.ENSP00000300131	0	0	0	0	0.08	0.499	0.8	0.759	0.975
EGR3	FOXJ2	9606.ENSP00000318057	9606.ENSP00000162391	0	0	0	0	0	0.078	0	0.382	0.405
EGR3	FOSB	9606.ENSP00000318057	9606.ENSP00000245919	0	0	0	0	0.271	0.062	0.65	0.605	0.892
EGR3	JUND	9606.ENSP00000318057	9606.ENSP00000252818	0	0	0	0	0.062	0.101	0.65	0.314	0.77
EGR3	NAB2	9606.ENSP00000318057	9606.ENSP00000300131	0	0	0	0	0.065	0.138	0.9	0.635	0.966
EGR3	JUNB	9606.ENSP00000318057	9606.ENSP00000303315	0	0	0	0	0.1	0.101	0.65	0.376	0.799
EGR3	FOS	9606.ENSP00000318057	9606.ENSP00000306245	0	0	0	0	0.139	0.062	0.65	0.563	0.859
EGR3	FOSL1	9606.ENSP00000318057	9606.ENSP00000310170	0	0	0	0	0.054	0.062	0.65	0.4	0.788
EGR3	NR4A3	9606.ENSP00000318057	9606.ENSP00000482027	0	0	0	0	0.159	0.061	0	0.469	0.544
EGR3	JUN	9606.ENSP00000318057	9606.ENSP00000360266	0	0	0	0	0.069	0.101	0	0.502	0.546
EGR3	NR4A2	9606.ENSP00000318057	9606.ENSP00000344479	0	0	0	0	0.185	0.061	0	0.562	0.635
EGR3	NR4A1	9606.ENSP00000318057	9606.ENSP00000440864	0	0	0	0	0.158	0.061	0	0.602	0.658
EGR3	NAB1	9606.ENSP00000318057	9606.ENSP00000336894	0	0	0	0	0	0.138	0	0.842	0.858
EGR4	FOSB	9606.ENSP00000445626	9606.ENSP00000245919	0	0	0	0	0.062	0.062	0	0.48	0.503
EGR4	NAB2	9606.ENSP00000445626	9606.ENSP00000300131	0	0	0	0	0	0.138	0	0.72	0.748
EGR4	FOS	9606.ENSP00000445626	9606.ENSP00000306245	0	0	0	0	0.147	0.062	0	0.512	0.575
EGR4	NAB1	9606.ENSP00000445626	9606.ENSP00000336894	0	0	0	0	0	0.138	0	0.784	0.806
EGR4	NR4A1	9606.ENSP00000445626	9606.ENSP00000440864	0	0	0	0	0.089	0.061	0	0.526	0.559
EGR4	NR4A3	9606.ENSP00000445626	9606.ENSP00000482027	0	0	0	0	0.089	0.061	0	0.493	0.529
EIF5A2	RPS6	9606.ENSP00000295822	9606.ENSP00000369757	0	0	0	0	0.24	0.263	0	0	0.415
EIF5A2	RPL17	9606.ENSP00000295822	9606.ENSP00000397798	0	0	0	0	0.185	0.347	0	0.154	0.511
EIF5A2	TPT1	9606.ENSP00000295822	9606.ENSP00000477781	0	0	0	0	0.246	0.236	0	0.314	0.57
EIF5A2	TRIB1	9606.ENSP00000295822	9606.ENSP00000312150	0	0	0	0	0	0.077	0	0.567	0.583
EIF5A2	RPL7	9606.ENSP00000295822	9606.ENSP00000339795	0	0	0	0	0.227	0.531	0	0.084	0.638
EIF5A2	RPS8	9606.ENSP00000295822	9606.ENSP00000379888	0	0	0	0	0.518	0.537	0	0	0.767
EIF5A2	RPS3A	9606.ENSP00000295822	9606.ENSP00000346050	0	0	0	0	0.632	0.369	0	0.204	0.799
EIF5A2	RPL31	9606.ENSP00000295822	9606.ENSP00000386717	0	0	0	0	0.598	0.531	0	0.11	0.817
EIF5A2	RPL9	9606.ENSP00000295822	9606.ENSP00000400467	0	0	0.202	0	0.651	0.662	0	0.188	0.913
ELF3	SOX9	9606.ENSP00000352673	9606.ENSP00000245479	0	0	0	0	0	0.27	0	0.261	0.437
ELF3	MYC	9606.ENSP00000352673	9606.ENSP00000479618	0	0	0	0	0	0.27	0	0.27	0.444
ELF3	NFE2L2	9606.ENSP00000352673	9606.ENSP00000380252	0	0	0	0	0.063	0.312	0	0.26	0.481
ELFN2	SOWAHB	9606.ENSP00000385277	9606.ENSP00000334879	0	0	0	0	0.069	0	0	0.693	0.702
ELFN2	ZNF606	9606.ENSP00000385277	9606.ENSP00000343617	0	0	0	0	0	0	0	0.525	0.525
ENC1	NFE2L2	9606.ENSP00000479101	9606.ENSP00000380252	0	0	0	0	0	0.71	0	0.162	0.747
EPHA2	NFKBIA	9606.ENSP00000351209	9606.ENSP00000216797	0	0	0	0	0	0.12	0	0.41	0.458
EPHA2	EREG	9606.ENSP00000351209	9606.ENSP00000244869	0	0	0	0	0.062	0	0.6	0.125	0.643
EPHA2	SCARB1	9606.ENSP00000351209	9606.ENSP00000261693	0	0	0	0	0	0.056	0	0.614	0.62
EPHA2	NOTCH1	9606.ENSP00000351209	9606.ENSP00000277541	0	0	0	0	0.062	0.132	0	0.38	0.451
EPHA2	TNFRSF12A	9606.ENSP00000351209	9606.ENSP00000326737	0	0	0	0	0.251	0	0	0.236	0.403
EPHA2	RND3	9606.ENSP00000351209	9606.ENSP00000364886	0	0	0	0	0.192	0.14	0	0.207	0.4
EPHA2	MYC	9606.ENSP00000351209	9606.ENSP00000479618	0	0	0	0	0.082	0.143	0	0.369	0.46
EREG	HBEGF	9606.ENSP00000244869	9606.ENSP00000230990	0	0	0	0	0.062	0	0.3	0.848	0.891
EREG	SPRY2	9606.ENSP00000244869	9606.ENSP00000366306	0	0	0	0	0	0	0.6	0.075	0.614
EREG	SPRY1	9606.ENSP00000244869	9606.ENSP00000481675	0	0	0	0	0	0	0.6	0.113	0.63
EREG	IGF1R	9606.ENSP00000244869	9606.ENSP00000268035	0	0	0	0	0	0	0.6	0.402	0.75
EREG	FOS	9606.ENSP00000244869	9606.ENSP00000306245	0	0	0	0	0	0	0.9	0.256	0.922
ERRFI1	PPP1R14B	9606.ENSP00000366702	9606.ENSP00000310117	0	0	0	0	0.065	0	0	0.672	0.68
ESRRA	HES1	9606.ENSP00000384851	9606.ENSP00000232424	0	0	0	0	0	0.057	0	0.418	0.428
ESRRA	FOS	9606.ENSP00000384851	9606.ENSP00000306245	0	0	0	0	0	0.082	0	0.409	0.434
ESRRA	PPARGC1B	9606.ENSP00000384851	9606.ENSP00000312649	0	0	0	0	0.062	0.182	0.8	0.774	0.96
